block_size,path_time,path_comm,ring_time,ring_comm,concur_time,concur_comm
64,0.0023133621253072965,24192.0,0.0007630351358839108,7979.0,0.00034751699994376394,16458.0
512,0.016412206359207714,172032.0,0.005366533900762078,56252.0,0.0027498509509514407,128728.0
4096,0.11162874179554663,1170432.0,0.037136349052147126,389376.0,0.021535431643177165,1003528.0
32768,0.7500234712287792,7864320.0,0.24788385034693966,2599168.0,0.17031855973577306,7835656.0
262144,4.800128762841202,50331648.0,1.6227004978512125,17014784.0,1.345349103215371,61128712.0
