block_size,path_time,path_comm,ring_time,ring_comm,concur_time,concur_comm
262144,4.762593312888602,49938432.0,1.6402674377537296,17199104.0,1.3453397755170373,61128712.0
32768,0.7500182970240702,7864320.0,0.2469053335352437,2588928.0,0.17178215075619332,7851016.0
4096,0.1116279203994206,1170432.0,0.03730385712379757,391136.0,0.021571853758330234,1003912.0
512,0.01634778416439085,171360.0,0.00540838711692959,56692.0,0.0026963610145357966,128168.0
64,0.0023411743110045764,24480.0,0.0007616969950322527,7964.0,0.0003467903978889808,16450.0
