set1_path_mc,set1_ring_mc,set1_concur_mc,set2_path_mc,set2_ring_mc,set2_concur_mc,set3_path_mc,set3_ring_mc,set3_concur_mc,block_size
0.44960000000000006,0.6304000000000001,0.5884,0.7226,0.7144,0.6724000000000001,0.7226,0.7144,0.5884,4096
0.5546,0.6514,0.5884,0.8486,0.7564000000000001,0.6724000000000001,0.8486,0.7564000000000001,0.5884,16384
0.6386,0.6934,0.6094,0.9956,0.7984,0.6724000000000001,0.9956,0.7984,0.6094,65536
0.7226,0.7144,0.6094,1.1216000000000002,0.8404,0.6724000000000001,1.1216000000000002,0.8404,0.6094,262144
0.8066,0.7354,0.6094,1.2476,0.8824000000000001,0.6724000000000001,1.2476,0.8824000000000001,0.6094,1048576
